StationID	StationNam	LatitudeDD	LongitudeD	Horizontal	StationDep	StationD_1	WaterbodyN	NEPName	TaxaName	Count	PctDensity
NCCA10-1024	NA	42.735867	-70.81045	2	3	m	Plum Island Sound	Massachusetts Bay	taxon10	1	0.058823529
NCCA10-1025	NA	41.99165	-70.6585	2	7.2	m	Kingston Bay	Massachusetts Bay	taxon10	1	0.066666667
NCCA10-1026	NA	42.597233	-70.667833	2	9	m	Gloucester Harbor	Massachusetts Bay	taxon10	1	0.076923077
NCCA10-1033	NA	42.284483	-70.968517	2	3	m	Quincy Bay	Massachusetts Bay	taxon10	1	0.2
NCCA10-1031	NA	42.257717	-70.959433	2	1.1	m	Weymouth Fore River/Town River	Massachusetts Bay	taxon10	1	0.142857143
NCCA10-1002	NA	41.662933	-70.72715	2	5.8	m	Buzzards Bay	Buzzards Bay	taxon10	1	0.166666667
NCCA10-1003	NA	41.492567	-70.96595	2	7.3	m	Buzzards Bay	Buzzards Bay	taxon10	1	0.125
NCCA10-1004	NA	41.49415	-70.852933	2	16.5	m	Buzzards Bay	Buzzards Bay	taxon10	1	0.166666667
NCCA10-1005	NA	41.599133	-70.732633	2	12.9	m	Buzzards Bay	Buzzards Bay	taxon10	1	0.125
NCCA10-1006	NA	41.58765	-70.87095	2	4.8	m	Buzzards Bay	Buzzards Bay	taxon10	1	0.2
NCCA10-1007	NA	41.609217	-70.8464	2	1.6	m	Buzzards Bay	Buzzards Bay	taxon10	1	0.25
NCCA10-1008	NA	41.60468	-71.06268	2	1.1	m	Westport River	Buzzards Bay	taxon10	1	0.052631579
NCCA10-1009	NA	41.471233	-70.7989	2	7.3	m	Buzzards Bay	Buzzards Bay	taxon10	1	0.111111111
NCCA10-1032	NA	41.858667	-70.49885	NA	14	m	Cape Cod Bay	Massachusetts Bay	taxon10	1	0.2
NCCA10-1058	NA	41.41787	-70.55292	2	0.6	m	Sengekontacket Pond	NA	taxon10	1	0.090909091
NCCA10-1073	NA	41.373233	-70.036833	2	13.2	m	Nantucket Sound	NA	taxon10	1	0.25
NCCA10-1075	NA	41.573417	-70.150217	2	12.6	m	Nantucket Sound	NA	taxon10	1	0.142857143
NCCA10-1079	NA	41.629817	-70.146933	2	5.6	m	Nantucket Sound	NA	taxon10	1	0.166666667
NCCA10-2001	NA	41.52175	-71.085717	2	1	m	Westport River	Buzzards Bay	taxon10	1	0.055555556
NCCA10-1008	NA	41.60472	-71.06257	2	0.2	m	Westport River	Buzzards Bay	taxon10	1	0.052631579
D2	Duxbury Harbor	42.0293	-70.64	NA	NA	NA	Plymouth Harbor-Duxbury Bay	NA	taxon10	1	0.071428571
D3	Duxbury Harbor	42.0475	-70.6492	NA	NA	NA	Plymouth Harbor-Duxbury Bay	NA	taxon10	1	0.066666667
P2	Plymouth Harbor	41.9542	-70.6459	NA	NA	NA	Plymouth Harbor-Duxbury Bay	NA	taxon10	1	0.066666667
EST-PR-18	NA	42.762473	-70.88417	NA	NA	NA	Plum Island Sound	NA	taxon10	1	0.1
EST-PR-24	NA	42.761772	-70.836756	NA	NA	NA	Plum Island Sound	NA	taxon10	1	0.111111111
BH-014	Inner/Chelsea; Upper inner harbor	42.3705	-71.0515	NA	NA	NA	Boston Harbor	NA	taxon10	1	0.083333333
BH-015	Inner/Chelsea; Upper inner harbor	42.383	-71.045167	NA	NA	NA	Boston Harbor	NA	taxon10	1	0.090909091
BH-024	Inner/Chelsea; Inner harbor mouth	42.3443055	-71.0088489	NA	12.15131579	m	Boston Harbor	NA	taxon10	1	0.076923077
BH-038	N. Dor Bay/Carson; N. Dorchester Bay	42.321667	-71.021333	NA	3.843902439	m	Boston Harbor	NA	taxon10	1	0.083333333
BH-084	South Dorchester Bay; Columbia Point	42.307833	-71.033333	NA	NA	NA	Boston Harbor	NA	taxon10	1	0.090909091
BH-137	Mystic/Alewife; Mystic mouth	42.3867631	-71.0628286	NA	13.0119403	m	Boston Harbor	NA	taxon10	1	0.090909091
BH-139	NA	42.286667	-70.968333	NA	NA	NA	Boston Harbor Estuary	NA	taxon10	1	0.142857143
BH-142	NA	42.339167	-70.9315	NA	NA	NA	Boston Harbor Estuary	NA	taxon10	1	0.071428571
MA00-0071-B	NA	42.348	-71.054	NA	NA	NA	Boston Harbor Estuary	NA	taxon10	1	0.1
MA05-0006-A	NA	42.348	-71.017	NA	NA	NA	Boston Harbor Estuary	NA	taxon10	1	0.0625
MA00-0007-A	NA	42.59	-70.665	NA	NA	NA	Gloucester Harbor Estuary	NA	taxon10	1	0.0625
MA01-0024-A	NA	42.003	-70.68	NA	NA	NA	Plymouth Harbor-Duxbury Bay Estuary	NA	taxon10	1	0.066666667
MA04-0131-A	NA	42.006	-70.704	NA	NA	NA	Plymouth Harbor-Duxbury Bay Estuary	NA	taxon10	1	0.071428571
MA06-0048-A	NA	41.954	-70.643	NA	NA	NA	Plymouth Harbor-Duxbury Bay Estuary	NA	taxon10	1	0.066666667
MA00-0005-A	NA	42.548	-70.835	NA	NA	NA	Salem Sound Estuary	NA	taxon10	1	0.052631579
MA04-0002-A	NA	42.532	-70.852	NA	NA	NA	Salem Sound Estuary	NA	taxon10	1	0.055555556
NCCA10-1023	Boston Inner Harbor	42.373167	-71.050362	NA	10.4	m	Boston Harbor	NA	taxon10	1	0.041666667
1A	Salem Harbor A - Control; Salem Harbor	42.52168	-70.86582	NA	NA	NA	Salem Sound	NA	taxon10	1	0.1
2B	Salem Harbor B - East Moorings; Salem Harbor	42.51345	-70.87407	NA	NA	NA	Salem Sound	NA	taxon10	1	0.1
3C	Salem Harbor C - West Moorings; Salem Harbor	42.51608	-70.878	NA	2.2	m	Salem Sound	NA	taxon10	1	0.090909091
5E	Salem Harbor E - Forest River; Salem Harbor	42.50285	-70.88042	NA	NA	NA	Salem Sound	NA	taxon10	1	0.083333333
BEV	Beverly Harbor	42.54035	-70.8582	NA	NA	NA	Salem Sound	NA	taxon10	1	0.0625
HO	Haste Outfall	42.53755233	-70.83761486	NA	NA	NA	Salem Sound	NA	taxon10	1	0.076923077
SAL1	Salem 1; Salem Sound/Harbor	42.523639	-70.86711725	NA	NA	NA	Salem Sound	NA	taxon10	1	0.055555556
SAL2	Salem 2; Salem Sound/Harbor	42.51212966	-70.87504238	NA	NA	NA	Salem Sound	NA	taxon10	1	0.071428571
SS1	Salem Sound	42.51373333	-70.82998333	NA	NA	NA	Salem Sound	NA	taxon10	1	0.076923077
SS10	Salem Sound	42.51266667	-70.88333333	NA	NA	NA	Salem Sound	NA	taxon10	1	0.066666667
SS3	Salem Sound	42.54111667	-70.81695	NA	NA	NA	Salem Sound	NA	taxon10	1	0.076923077
SS5	Salem Sound	42.55031667	-70.815	NA	NA	NA	Salem Sound	NA	taxon10	1	0.0625
SS7	Salem Sound	42.52166667	-70.86056667	NA	NA	NA	Salem Sound	NA	taxon10	1	0.0625
SS8	Salem Sound	42.51811667	-70.87373333	NA	NA	NA	Salem Sound	NA	taxon10	1	0.071428571
AQUINNAH_WQX-MEN POND  # 43	Menemsha Pond Site # 43 - Middle of the Pond	41.3371349	-70.7734661	NA	NA	NA	Menemsha Pond	NA	taxon10	1	0.066666667
AQUINNAH_WQX-MEN POND DOD	"Menemsha Pond Site # 46 - QuitsaMouth, DOD"	41.3338083	-70.7680359	NA	NA	NA	Menemsha Pond	NA	taxon10	1	0.055555556
AQUINNAH_WQX-MEN POND HC	Menemsha Pond Site # 44 - Herring Creek	41.3314197	-70.7833957	NA	NA	NA	Menemsha Pond	NA	taxon10	1	0.066666667
AQUINNAH_WQX-MEN POND WBD	Menemsha Pond Site # 48 - West Basic Dock	41.3510932	-70.7677887	NA	NA	NA	Menemsha Pond	NA	taxon10	1	0.066666667
AQUINNAH-MEN PND DOD	Drive On Dock in Menemsha Harbor	41.3500527	-70.7666747	NA	NA	NA	Menemsha Pond	NA	taxon10	1	0.0625
AQUINNAH-MEN PND WB	Menemsha Pond West Basic Dock	41.3500338	-70.7668222	NA	NA	NA	Menemsha Pond	NA	taxon10	1	0.058823529
AQUINNAH-MEN TXCO	Texaco Dock located inside Menemsha Pond	41.3500744	-70.7666683	NA	NA	NA	Menemsha Pond	NA	taxon10	1	0.066666667
AC1A	Aucoot Cove Inner	41.677179	-70.762941	NA	0.843478261	NA	Aucoot Cove	NA	taxon10	1	0.047619048
AC3	Aucoot Cove Mid	41.678275	-70.756252	NA	2.227931035	NA	Aucoot Cove	NA	taxon10	1	0.071428571
AC4	Aucoot Cove Inner	41.674931	-70.756969	NA	4.217317073	NA	Aucoot Cove	NA	taxon10	1	0.0625
AC5	Aucoot Cove Outer	41.671781	-70.756647	NA	4.8124	NA	Aucoot Cove	NA	taxon10	1	0.0625
BB2	Buttermilk Bay	41.757599	-70.611882	NA	1.44516129	NA	Buttermilk Bay	NA	taxon10	1	0.066666667
BB5	Buttermilk Bay	41.762982	-70.624804	NA	1.73125	NA	Buttermilk Bay	NA	taxon10	1	0.047619048
LB1	Little Buttermilk Bay	41.762816	-70.613245	NA	1.974827586	NA	Buttermilk Bay	NA	taxon10	1	0.058823529
LB2X	Little Buttermilk Bay	41.766308	-70.610264	NA	1.705589744	NA	Buttermilk Bay	NA	taxon10	1	0.055555556
CC1A	Clarks Cove Inner	41.608478	-70.930316	NA	1.016470588	NA	Clarks Cove	NA	taxon10	1	0.047619048
CC2	Clarks Cove Inner	41.608496	-70.917891	NA	1.799622642	NA	Clarks Cove	NA	taxon10	1	0.055555556
CC3	Clarks Cove Outer	41.604389	-70.92215	NA	4.436153846	NA	Clarks Cove	NA	taxon10	1	0.0625
CC4	Clarks Cove Outer	41.599181	-70.921089	NA	5.443939394	NA	Clarks Cove	NA	taxon10	1	0.045454545
CC6	Clarks Cove Outer	41.594383	-70.910946	NA	3.321333333	NA	Clarks Cove	NA	taxon10	1	0.047619048
LT1N	Little Bay	41.632461	-70.863239	NA	1.140869565	NA	Little Bay	NA	taxon10	1	0.045454545
LT2N	Little Bay	41.625011	-70.857531	NA	1.4835	NA	Little Bay	NA	taxon10	1	0.076923077
LT3	Little Bay	41.627439	-70.860331	NA	1.574	NA	Little Bay	NA	taxon10	1	0.1
MH1	Hither Creek	41.27634838	-70.19587674	NA	NA	NA	Madaket Harbor	NA	taxon10	1	0.055555556
MG2	Megansett Harbor Inner	41.658968	-70.632234	NA	2.998571429	NA	Megansett Harbor	NA	taxon10	1	0.076923077
MG3	Megansett Harbor Outer	41.650247	-70.635919	NA	2.106969697	NA	Megansett Harbor	NA	taxon10	1	0.058823529
MH3	Mattapoisett Harbor River Mouth	41.651743	-70.827858	NA	1.750684211	NA	Mattapoisett Harbor	NA	taxon10	1	0.024390244
MH5	Mattapoisett Harbor Inner	41.649811	-70.810461	NA	4.955	NA	Mattapoisett Harbor	NA	taxon10	1	0.071428571
BD1	Broad-Muddy Cove	41.747914	-70.65591	NA	1.249393939	NA	Onset Bay	NA	taxon10	1	0.05
ER1	Onset Bay East River	41.742743	-70.6539	NA	1.767301587	NA	Onset Bay	NA	taxon10	1	0.045454545
OB1	Onset Bay Inner	41.740892	-70.659368	NA	2.589722222	NA	Onset Bay	NA	taxon10	1	0.071428571
OB10	Onset Bay Outer	41.731196	-70.641213	NA	2.658571429	NA	Onset Bay	NA	taxon10	1	0.055555556
OB2	Onset Bay Outer	41.738223	-70.64778	NA	2.564130435	NA	Onset Bay	NA	taxon10	1	0.0625
OB3A	Onset Bay Inner	41.734777	-70.665905	NA	2.282857143	NA	Onset Bay	NA	taxon10	1	0.052631579
OB4	Shell Point Bay	41.738063	-70.669414	NA	1.55	NA	Onset Bay	NA	taxon10	1	0.090909091
OB6	Onset Bay Inner	41.73877	-70.652306	NA	2.153333333	NA	Onset Bay	NA	taxon10	1	0.071428571
OB7	Onset Bay Outer	41.732841	-70.653211	NA	2.805571429	NA	Onset Bay	NA	taxon10	1	0.071428571
OB9	Onset Bay Outer	41.734026	-70.645207	NA	2.145454546	NA	Onset Bay	NA	taxon10	1	0.052631579
PH3	Phinneys Harbor Inner	41.717597	-70.616595	NA	2.627575758	NA	Phinneys Harbor	NA	taxon10	1	0.058823529
PH5	Phinneys Harbor Inner	41.724194	-70.619632	NA	3.301612903	NA	Phinneys Harbor	NA	taxon10	1	0.035714286
PH6	Phinneys Harbor Inner	41.722623	-70.625235	NA	3.707794118	NA	Phinneys Harbor	NA	taxon10	1	0.083333333
PC1	Pocasset Harbor Inner	41.691059	-70.627264	NA	1.731226415	NA	Pocasset/Red Brook Harbor	NA	taxon10	1	0.041666667
PC3	Pocasset Harbor Outer	41.683528	-70.642811	NA	2.861111111	NA	Pocasset/Red Brook Harbor	NA	taxon10	1	0.058823529
PC6	Pocasset Harbor Inner	41.692509	-70.632202	NA	0.810833333	NA	Pocasset/Red Brook Harbor	NA	taxon10	1	0.0625
RB1	Red Brook Harbor Inner	41.674697	-70.615118	NA	3.065952381	NA	Pocasset/Red Brook Harbor	NA	taxon10	1	0.058823529
RB2	Red Brook Harbor Inner	41.674365	-70.62195	NA	2.590454546	NA	Pocasset/Red Brook Harbor	NA	taxon10	1	0.047619048
RB4	Red Brook Harbor	41.678564	-70.619073	NA	1.898333333	NA	Pocasset/Red Brook Harbor	NA	taxon10	1	0.052631579
QH1	Quissett Harbor Outer	41.53866	-70.656728	NA	1.653222222	NA	Quissett Harbor	NA	taxon10	1	0.038461538
QH2	Quissett Harbor Inner	41.543981	-70.652772	NA	2.722037879	NA	Quissett Harbor	NA	taxon10	1	0.055555556
QH3	Quissett Harbor Outer	41.537467	-70.664029	NA	2.58972973	NA	Quissett Harbor	NA	taxon10	1	0.052631579
SH1	Sippican Harbor Inner	41.714032	-70.76535	NA	2.04969697	NA	Sippican Harbor	NA	taxon10	1	0.055555556
SH3N	Sippican Harbor Outer	41.689943	-70.7475	NA	3.704285714	NA	Sippican Harbor	NA	taxon10	1	0.076923077
SH3X	Sippican Harbor Outer	41.69334	-70.755867	NA	3.08	NA	Sippican Harbor	NA	taxon10	1	0.052631579
WCM2	Wings Cove Outer	41.695179	-70.719337	NA	2.2554	NA	Wings Cove	NA	taxon10	1	0.1
103E	Westport River East Upper	41.57005	-71.071747	NA	1.701594203	NA	Westport River-East	NA	taxon10	1	0.0625
104E	Westport River East Inner	41.559371	-71.063961	NA	1.013857143	NA	Westport River-East	NA	taxon10	1	0.0625
106E	Westport River East Inner	41.556765	-71.055995	NA	1.061298246	NA	Westport River-East	NA	taxon10	1	0.076923077
109E	Westport River East Outer	41.516021	-71.070645	NA	2.70625	NA	Westport River-East	NA	taxon10	1	0.066666667
E30	Westport River East Outer	41.520447	-71.065131	NA	4.279878788	NA	Westport River-East	NA	taxon10	1	0.071428571
E33	Westport River East Inner	41.543339	-71.061719	NA	2.998823529	NA	Westport River-East	NA	taxon10	1	0.05
E56	Westport River East Inner	41.555428	-71.059189	NA	2.413571429	NA	Westport River-East	NA	taxon10	1	0.04
E69	Westport River East Inner	41.56315	-71.072469	NA	4.8971875	NA	Westport River-East	NA	taxon10	1	0.083333333
N0	Westport River East Upper	41.620433	-71.059651	NA	0.463157895	NA	Westport River-East	NA	taxon10	1	0.066666667
N3	Westport River East Upper	41.580228	-71.073019	NA	0.912692308	NA	Westport River-East	NA	taxon10	1	0.058823529
WF11	West Falmouth Snug Harbor	41.607151	-70.638482	NA	1.406153846	NA	West Falmouth Harbor	NA	taxon10	1	0.025641026
WF1N	West Falmouth Harbor Inner	41.604066	-70.63942	NA	1.525	NA	West Falmouth Harbor	NA	taxon10	1	0.026315789
WF1X	West Falmouth Harbor Inner	41.603964	-70.639281	NA	1.75772043	NA	West Falmouth Harbor	NA	taxon10	1	0.066666667
WF2	West Falmouth Snug Harbor	41.608661	-70.63719	NA	1.207058824	NA	West Falmouth Harbor	NA	taxon10	1	0.026315789
WF6	West Falmouth Harbor Outer	41.606217	-70.643328	NA	2.129230769	NA	West Falmouth Harbor	NA	taxon10	1	0.033333333
WF9	West Falmouth Harbor Outer	41.606047	-70.651667	NA	2.360344828	NA	West Falmouth Harbor	NA	taxon10	1	0.037037037
WH1A	Wild Harbor Inner	41.640761	-70.64417	NA	0.2	NA	Wild Harbor	NA	taxon10	1	0.0625
WH1X	Wild Harbor Inner	41.640888	-70.643709	NA	0.886825397	NA	Wild Harbor	NA	taxon10	1	0.058823529
WW1N	Weweantic River Inner	41.738524	-70.745778	NA	1.823125	NA	Weweantic River	NA	taxon10	1	0.058823529
WW4	Weweantic River Outer	41.732204	-70.744372	NA	1.803589744	NA	Weweantic River	NA	taxon10	1	0.043478261
WW6	Weweantic River Inner	41.749216	-70.745789	NA	0.86483871	NA	Weweantic River	NA	taxon10	1	0.047619048
W6	Westport River West Outer	41.518558	-71.0932	NA	3.471428571	NA	Westport River-West	NA	taxon10	1	0.066666667
WF2	West Falmouth Snug Harbor	41.608661	-70.63719	NA	1.414645161	NA	West Falmouth Harbor	NA	taxon10	1	0.026315789
WF3	West Falmouth Harbor Outer	41.608694	-70.641801	NA	1.438125	NA	West Falmouth Harbor	NA	taxon10	1	0.058823529
WF4X	West Falmouth Harbor Chappaquoit	41.598398	-70.64267	NA	1.2679	NA	West Falmouth Harbor	NA	taxon10	1	0.035714286
WF5N	West Falmouth Harbor Chappaquoit	41.599457	-70.645197	NA	1.465833333	NA	West Falmouth Harbor	NA	taxon10	1	0.028571429
JHP	Jehu Pond	41.565519	-70.495181	NA	NA	NA	Jehu Pond	NA	taxon10	1	0.111111111
TSH2	Tashmoo Pond-2	41.456333	-70.623767	NA	NA	NA	Lake Tashmoo	NA	taxon10	1	0.2
TSH4	Tashmoo Pond-4	41.448503	-70.62236	NA	NA	NA	Lake Tashmoo	NA	taxon10	1	0.111111111
LGP10	Lagoon Pond-10	41.452951	-70.592597	NA	NA	NA	Lagoon Pond	NA	taxon10	1	0.090909091
NH-2	Nantucket Harbor_2	41.28243333	-70.09188333	NA	NA	NA	Nantucket Harbor	NA	taxon10	1	0.076923077
NH-3	Nantucket Harbor_3	41.32948333	-70.01891667	NA	NA	NA	Nantucket Harbor	NA	taxon10	1	0.083333333
NBH-109	Upper Harbor	41.67498	-70.91407	NA	NA	NA	Acushnet River	NA	taxon10	1	0.058823529
NBH-111	Upper Harbor	41.67361	-70.91514	NA	NA	NA	Acushnet River	NA	taxon10	1	0.0625
NBH-120	Upper Harbor	41.66951	-70.91835	NA	NA	NA	Acushnet River	NA	taxon10	1	0.071428571
NBH-123	Upper Harbor	41.66813	-70.91731	NA	NA	NA	Acushnet River	NA	taxon10	1	0.090909091
NBH-135	Upper Harbor	41.66262	-70.91524	NA	NA	NA	Acushnet River	NA	taxon10	1	0.071428571
NBH-138	Upper Harbor	41.66128	-70.92054	NA	NA	NA	Acushnet River	NA	taxon10	1	0.066666667
NBH-140	Upper Harbor	41.66126	-70.91631	NA	NA	NA	Acushnet River	NA	taxon10	1	0.071428571
NBH-147	Upper Harbor	41.65988	-70.91527	NA	NA	NA	Acushnet River	NA	taxon10	1	0.071428571
NBH-150	Upper Harbor	41.65852	-70.91845	NA	NA	NA	Acushnet River	NA	taxon10	1	0.071428571
NBH-151	Upper Harbor	41.65851	-70.91634	NA	NA	NA	Acushnet River	NA	taxon10	1	0.066666667
NBH-152	Upper Harbor	41.6585	-70.91422	NA	NA	NA	Acushnet River	NA	taxon10	1	0.055555556
NBH-155	Upper Harbor	41.65713	-70.91529	NA	NA	NA	Acushnet River	NA	taxon10	1	0.0625
NBH-202	Lower Harbor	41.65535	-70.9171	NA	NA	NA	Acushnet River	NA	taxon10	1	0.111111111
NBH-204	Lower Harbor	41.65263	-70.91923	NA	NA	NA	Acushnet River	NA	taxon10	1	0.052631579
NBH-207	Lower Harbor	41.64991	-70.92136	NA	NA	NA	Acushnet River	NA	taxon10	1	0.055555556
NBH-208	Lower Harbor	41.64989	-70.91715	NA	NA	NA	Acushnet River	NA	taxon10	1	0.052631579
NBH-217	Lower Harbor	41.6444	-70.91299	NA	NA	NA	Acushnet River	NA	taxon10	1	0.090909091
NBH-220	Lower Harbor	41.6417	-70.91933	NA	NA	NA	Acushnet River	NA	taxon10	1	0.083333333
NBH-221	Lower Harbor	41.64168	-70.91512	NA	NA	NA	Acushnet River	NA	taxon10	1	0.0625
NBH-227	Lower Harbor	41.63891	-70.90884	NA	NA	NA	Acushnet River	NA	taxon10	1	0.071428571
NBH-235	Lower Harbor	41.63349	-70.9173	NA	NA	NA	Acushnet River	NA	taxon10	1	0.045454545
NBH-236	Lower Harbor	41.63347	-70.91309	NA	NA	NA	Acushnet River	NA	taxon10	1	0.055555556
NBH-242	Lower Harbor	41.6307	-70.90681	NA	NA	NA	Acushnet River	NA	taxon10	1	0.066666667
NBH-247	Lower Harbor	41.62796	-70.90473	NA	NA	NA	Acushnet River	NA	taxon10	1	0.05
NBH-253	Lower Harbor	41.62254	-70.91319	NA	NA	NA	Acushnet River	NA	taxon10	1	0.055555556
NBH-309	Outer Harbor	41.60698	-70.91862	NA	NA	NA	Acushnet River	NA	taxon10	1	0.0625
MA04-0040-A	New Bedford Harbor	41.6431	-70.9115	NA	9.1	NA	Acushnet River	NA	taxon10	1	0.066666667
MA00-0051-B	Katama Bay	41.3602	-70.5016	NA	3.2	NA	Katama Bay	NA	taxon10	1	0.058823529
MA03-0051-B	Katama Bay	41.3602	-70.5016	NA	2.8	NA	Katama Bay	NA	taxon10	1	0.047619048
MA00-0055-B	Vineyard Ponds	41.4331	-70.6015	NA	8	NA	Lagoon Pond	NA	taxon10	1	0.111111111
MA00-0049-A	Madaket Harbor	41.2762	-70.2065	NA	0.5	NA	Madaket Harbor	NA	taxon10	1	0.0625
MA01-0044-A	Buzzards Bay	41.6532	-70.8052	NA	4.2	NA	Mattapoisett Harbor	NA	taxon10	1	0.076923077
MA01-0050-A	Menemsha Pond	41.339	-70.773	NA	1.4	NA	Menemsha Pond	NA	taxon10	1	0.066666667
MA03-0100-A	Menemsha Pond	41.331	-70.769	NA	2	NA	Menemsha Pond	NA	taxon10	1	0.052631579
MA01-0046-B	Buzzards Bay	41.6711	-70.6363	NA	7.2	NA	Pocasset/Red Brook Harbor	NA	taxon10	1	0.0625
MA06-0026-A	Stage Harbor	41.679	-69.968	NA	3.2	NA	Stage Harbor	NA	taxon10	1	0.0625
MA01-0056-A	Vineyard Haven-Inner	41.449	-70.591	NA	4.8	NA	Vineyard Haven-Inner	NA	taxon10	1	0.076923077
MA00-0039-A	Westport River-East	41.551	-71.061	NA	1.5	NA	Westport River-East	NA	taxon10	1	0.0625
MA06-0042-A	West Falmouth Harbor	41.6	-70.645	NA	9	NA	West Falmouth Harbor	NA	taxon10	1	0.066666667
MA00-0035-B	Westport River-West	41.523	-71.065	NA	6.1	NA	Westport River-West	NA	taxon10	1	0.055555556
MH3	Warren's Landing	41.28538035	-70.19443515	NA	NA	NA	Madaket Harbor	NA	taxon10	1	0.024390244
NAN1	Mooring Field-Nantucket Harbor	41.28573659	-70.08636174	NA	NA	NA	Nantucket Harbor	NA	taxon10	1	0.058823529
NAN2	Quaise Basin-Nantucket Harbor	41.30871986	-70.04129321	NA	NA	NA	Nantucket Harbor	NA	taxon10	1	0.058823529
NAN3	Head of Harbor-Nantucket Harbor	41.33386339	-70.01439127	NA	NA	NA	Nantucket Harbor	NA	taxon10	1	0.0625
NAN5	Polpis West-Nantucket Harbor	41.299714	-70.02389107	NA	NA	NA	Nantucket Harbor	NA	taxon10	1	0.0625
NAN6	Polpis East-Nantucket Harbor	41.30469504	-70.01459141	NA	NA	NA	Nantucket Harbor	NA	taxon10	1	0.055555556
NAN7	Nantucket Harbor	41.2872638	-70.09391429	NA	NA	NA	Nantucket Harbor	NA	taxon10	1	0.058823529
ACM-10	Acushnet River	41.62508	-70.90802	NA	NA	NA	Acushnet River	NA	taxon10	1	0.1
ACM-3	Acushnet River	41.63005	-70.90768	NA	NA	NA	Acushnet River	NA	taxon10	1	0.071428571
ACM-5	Acushnet River	41.6429	-70.91217	NA	NA	NA	Acushnet River	NA	taxon10	1	0.111111111
ACM-7	Acushnet River	41.65248	-70.91847	NA	NA	NA	Acushnet River	NA	taxon10	1	0.125
CCM-4	Clarks Cove	41.59842	-70.92782	NA	NA	NA	Clarks Cove	NA	taxon10	1	0.090909091
CCM-5	Clarks Cove	41.59707	-70.91593	NA	NA	NA	Clarks Cove	NA	taxon10	1	0.125
CCM-9	Clarks Cove	41.60738	-70.9238	NA	NA	NA	Clarks Cove	NA	taxon10	1	0.1
CPM-10	Cuttyhunk Pond	41.42675	-70.9238	NA	NA	NA	Cuttyhunk Pond	NA	taxon10	1	0.076923077
CPM-4	Cuttyhunk Pond	41.42518	-70.92347	NA	NA	NA	Cuttyhunk Pond	NA	taxon10	1	0.090909091
CPM-7	Cuttyhunk Pond	41.42645	-70.92562	NA	NA	NA	Cuttyhunk Pond	NA	taxon10	1	0.111111111
CPM-9	Cuttyhunk Pond	41.42718	-70.92673	NA	NA	NA	Cuttyhunk Pond	NA	taxon10	1	0.090909091
FHM-1	Falmouth Inner Harbor	41.54372	-70.60632	NA	NA	NA	Falmouth Inner Harbor	NA	taxon10	1	0.076923077
FHM-2	Falmouth Inner Harbor	41.5443	-70.60542	NA	NA	NA	Falmouth Inner Harbor	NA	taxon10	1	0.2
FHM-4	Falmouth Inner Harbor	41.5459	-70.60367	NA	NA	NA	Falmouth Inner Harbor	NA	taxon10	1	0.111111111
FHM-8	Falmouth Inner Harbor	41.54873	-70.60192	NA	NA	NA	Falmouth Inner Harbor	NA	taxon10	1	0.142857143
KBM-1	Katama Bay	41.35853	-70.50068	NA	NA	NA	Katama Bay	NA	taxon10	1	0.111111111
KBM-10	Katama Bay	41.38692	-70.51208	NA	NA	NA	Katama Bay	NA	taxon10	1	0.083333333
KBM-2	Katama Bay	41.35963	-70.48433	NA	NA	NA	Katama Bay	NA	taxon10	1	0.090909091
KBM-3	Katama Bay	41.37662	-70.50615	NA	NA	NA	Katama Bay	NA	taxon10	1	0.083333333
KBM-5	Katama Bay	41.3622	-70.48923	NA	NA	NA	Katama Bay	NA	taxon10	1	0.125
KBM-6	Katama Bay	41.36127	-70.48073	NA	NA	NA	Katama Bay	NA	taxon10	1	0.125
KBM-7	Katama Bay	41.37335	-70.50545	NA	NA	NA	Katama Bay	NA	taxon10	1	0.1
LPM-10	Lagoon Pond	41.45713	-70.58275	NA	NA	NA	Lagoon Pond	NA	taxon10	1	0.1
LPM-3	Lagoon Pond	41.43645	-70.59743	NA	NA	NA	Lagoon Pond	NA	taxon10	1	0.083333333
LPM-7	Lagoon Pond	41.44693	-70.58892	NA	NA	NA	Lagoon Pond	NA	taxon10	1	0.090909091
MHM-1	Mattapoisett Harbor	41.6458	-70.81412	NA	NA	NA	Mattapoisett Harbor	NA	taxon10	1	0.2
MHM-2	Mattapoisett Harbor	41.6448	-70.8064	NA	NA	NA	Mattapoisett Harbor	NA	taxon10	1	0.1
MHM-5	Mattapoisett Harbor	41.65295	-70.81277	NA	NA	NA	Mattapoisett Harbor	NA	taxon10	1	0.1
MHM-6	Mattapoisett Harbor	41.64753	-70.80658	NA	NA	NA	Mattapoisett Harbor	NA	taxon10	1	0.1
MHM-7	Mattapoisett Harbor	41.64832	-70.79863	NA	NA	NA	Mattapoisett Harbor	NA	taxon10	1	0.083333333
MPM-3	Menemsha Pond	41.33533	-70.7836	NA	NA	NA	Menemsha Pond	NA	taxon10	1	0.1
MPM-5	Menemsha Pond	41.3355	-70.76603	NA	NA	NA	Menemsha Pond	NA	taxon10	1	0.071428571
MPM-6	Menemsha Pond	41.33205	-70.77707	NA	NA	NA	Menemsha Pond	NA	taxon10	1	0.125
OBM-10	Onset Bay	41.74138	-70.654	NA	NA	NA	Onset Bay	NA	taxon10	1	0.083333333
